Case,Item_Type,date,price_usd,volume
Glove Case,Case,2020-04-01T01:00:00Z,0.15,77952
Glove Case,Case,2020-04-02T01:00:00Z,0.16,78464
Glove Case,Case,2020-04-03T01:00:00Z,0.164,71331
Glove Case,Case,2020-04-04T01:00:00Z,0.171,74503
Glove Case,Case,2020-04-05T01:00:00Z,0.177,70916
Glove Case,Case,2020-04-06T01:00:00Z,0.172,69122
Glove Case,Case,2020-04-07T01:00:00Z,0.166,63355
Glove Case,Case,2020-04-08T01:00:00Z,0.158,66396
Glove Case,Case,2020-04-09T01:00:00Z,0.157,64275
Glove Case,Case,2020-04-10T01:00:00Z,0.159,66860
Glove Case,Case,2020-04-11T01:00:00Z,0.16,68543
Glove Case,Case,2020-04-12T01:00:00Z,0.161,60703
Glove Case,Case,2020-04-13T01:00:00Z,0.155,62344
Glove Case,Case,2020-04-14T01:00:00Z,0.154,58097
Glove Case,Case,2020-04-15T01:00:00Z,0.153,61859
Glove Case,Case,2020-04-16T01:00:00Z,0.156,61585
Glove Case,Case,2020-04-17T01:00:00Z,0.156,61244
Glove Case,Case,2020-04-18T01:00:00Z,0.155,60241
Glove Case,Case,2020-04-19T01:00:00Z,0.151,55692
Glove Case,Case,2020-04-20T01:00:00Z,0.146,52896
Glove Case,Case,2020-04-21T01:00:00Z,0.144,53229
Glove Case,Case,2020-04-22T01:00:00Z,0.138,56395
Glove Case,Case,2020-04-23T01:00:00Z,0.135,52078
Glove Case,Case,2020-04-24T01:00:00Z,0.135,52364
Glove Case,Case,2020-04-25T01:00:00Z,0.138,53840
Glove Case,Case,2020-04-26T01:00:00Z,0.136,52367
Glove Case,Case,2020-04-27T01:00:00Z,0.136,57075
Glove Case,Case,2020-04-28T01:00:00Z,0.137,51844
Glove Case,Case,2020-04-29T01:00:00Z,0.138,55292
Glove Case,Case,2020-04-30T01:00:00Z,0.142,55079
Glove Case,Case,2020-05-01T01:00:00Z,0.146,56664
Glove Case,Case,2020-05-02T01:00:00Z,0.146,54226
Glove Case,Case,2020-05-03T01:00:00Z,0.152,56801
Glove Case,Case,2020-05-04T01:00:00Z,0.153,50040
Glove Case,Case,2020-05-05T01:00:00Z,0.154,50951
Glove Case,Case,2020-05-06T01:00:00Z,0.156,57346
Glove Case,Case,2020-05-07T01:00:00Z,0.167,62120
Glove Case,Case,2020-05-08T01:00:00Z,0.178,58665
Glove Case,Case,2020-05-09T01:00:00Z,0.185,62825
Glove Case,Case,2020-05-10T01:00:00Z,0.185,55108
Glove Case,Case,2020-05-11T01:00:00Z,0.18,57652
Glove Case,Case,2020-05-12T01:00:00Z,0.176,51031
Glove Case,Case,2020-05-13T01:00:00Z,0.187,53581
Glove Case,Case,2020-05-14T01:00:00Z,0.189,54037
Glove Case,Case,2020-05-15T01:00:00Z,0.189,53963
Glove Case,Case,2020-05-16T01:00:00Z,0.198,52166
Glove Case,Case,2020-05-17T01:00:00Z,0.203,51929
Glove Case,Case,2020-05-18T01:00:00Z,0.209,49956
Glove Case,Case,2020-05-19T01:00:00Z,0.217,46221
Glove Case,Case,2020-05-20T01:00:00Z,0.226,50089
Glove Case,Case,2020-05-21T01:00:00Z,0.247,63789
Glove Case,Case,2020-05-22T01:00:00Z,0.291,78576
Glove Case,Case,2020-05-23T01:00:00Z,0.296,54153
Glove Case,Case,2020-05-24T01:00:00Z,0.286,55181
Glove Case,Case,2020-05-25T01:00:00Z,0.262,49025
Glove Case,Case,2020-05-26T01:00:00Z,0.243,52701
Glove Case,Case,2020-05-27T01:00:00Z,0.265,47194
Glove Case,Case,2020-05-28T01:00:00Z,0.287,48282
Glove Case,Case,2020-05-29T01:00:00Z,0.297,44996
Glove Case,Case,2020-05-30T01:00:00Z,0.299,47354
Glove Case,Case,2020-05-31T01:00:00Z,0.31,60920
Glove Case,Case,2020-06-01T01:00:00Z,0.338,63608
Glove Case,Case,2020-06-02T01:00:00Z,0.387,51753
Glove Case,Case,2020-06-03T01:00:00Z,0.405,46907
Glove Case,Case,2020-06-04T01:00:00Z,0.423,47979
Glove Case,Case,2020-06-05T01:00:00Z,0.489,69046
Glove Case,Case,2020-06-06T01:00:00Z,0.502,49748
Glove Case,Case,2020-06-07T01:00:00Z,0.427,49712
Glove Case,Case,2020-06-08T01:00:00Z,0.382,46703
Glove Case,Case,2020-06-09T01:00:00Z,0.417,39406
Glove Case,Case,2020-06-10T01:00:00Z,0.419,39211
Glove Case,Case,2020-06-11T01:00:00Z,0.439,40465
Glove Case,Case,2020-06-12T01:00:00Z,0.459,42427
Glove Case,Case,2020-06-13T01:00:00Z,0.473,39881
Glove Case,Case,2020-06-14T01:00:00Z,0.467,40101
Glove Case,Case,2020-06-15T01:00:00Z,0.455,35089
Glove Case,Case,2020-06-16T01:00:00Z,0.452,40674
Glove Case,Case,2020-06-17T01:00:00Z,0.454,40311
Glove Case,Case,2020-06-18T01:00:00Z,0.466,43045
Glove Case,Case,2020-06-19T01:00:00Z,0.477,45790
Glove Case,Case,2020-06-20T01:00:00Z,0.482,46279
Glove Case,Case,2020-06-21T01:00:00Z,0.491,53652
Glove Case,Case,2020-06-22T01:00:00Z,0.482,39237
Glove Case,Case,2020-06-23T01:00:00Z,0.495,40891
Glove Case,Case,2020-06-24T01:00:00Z,0.499,40885
Glove Case,Case,2020-06-25T01:00:00Z,0.475,48238
Glove Case,Case,2020-06-26T01:00:00Z,0.452,57165
Glove Case,Case,2020-06-27T01:00:00Z,0.467,55957
Glove Case,Case,2020-06-28T01:00:00Z,0.467,42922
Glove Case,Case,2020-06-29T01:00:00Z,0.472,50742
Glove Case,Case,2020-06-30T01:00:00Z,0.494,51556
Glove Case,Case,2020-07-01T01:00:00Z,0.52,58457
Glove Case,Case,2020-07-02T01:00:00Z,0.545,62931
Glove Case,Case,2020-07-03T01:00:00Z,0.585,58535
Glove Case,Case,2020-07-04T01:00:00Z,0.596,48936
Glove Case,Case,2020-07-05T01:00:00Z,0.553,46651
Glove Case,Case,2020-07-06T01:00:00Z,0.526,46524
Glove Case,Case,2020-07-07T01:00:00Z,0.534,43495
Glove Case,Case,2020-07-08T01:00:00Z,0.541,46240
Glove Case,Case,2020-07-09T01:00:00Z,0.559,42931
Glove Case,Case,2020-07-10T01:00:00Z,0.601,40828
Glove Case,Case,2020-07-11T01:00:00Z,0.609,37016
Glove Case,Case,2020-07-12T01:00:00Z,0.62,35420
Glove Case,Case,2020-07-13T01:00:00Z,0.616,36341
Glove Case,Case,2020-07-14T01:00:00Z,0.594,34128
Glove Case,Case,2020-07-15T01:00:00Z,0.602,34918
Glove Case,Case,2020-07-16T01:00:00Z,0.618,34866
Glove Case,Case,2020-07-17T01:00:00Z,0.624,34513
Glove Case,Case,2020-07-18T01:00:00Z,0.632,33702
Glove Case,Case,2020-07-19T01:00:00Z,0.641,33716
Glove Case,Case,2020-07-20T01:00:00Z,0.671,43692
Glove Case,Case,2020-07-21T01:00:00Z,0.694,36519
Glove Case,Case,2020-07-22T01:00:00Z,0.718,35570
Glove Case,Case,2020-07-23T01:00:00Z,0.759,36056
Glove Case,Case,2020-07-24T01:00:00Z,0.824,42883
Glove Case,Case,2020-07-25T01:00:00Z,0.911,37844
Glove Case,Case,2020-07-26T01:00:00Z,0.899,32978
Glove Case,Case,2020-07-27T01:00:00Z,0.774,33445
Glove Case,Case,2020-07-28T01:00:00Z,0.722,38547
Glove Case,Case,2020-07-29T01:00:00Z,0.72,31494
Glove Case,Case,2020-07-30T01:00:00Z,0.742,28565
Glove Case,Case,2020-07-31T01:00:00Z,0.751,29024
Glove Case,Case,2020-08-01T01:00:00Z,0.749,29755
Glove Case,Case,2020-08-02T01:00:00Z,0.754,32572
Glove Case,Case,2020-08-03T01:00:00Z,0.741,30906
Glove Case,Case,2020-08-04T01:00:00Z,0.746,31295
Glove Case,Case,2020-08-05T01:00:00Z,0.743,30046
Glove Case,Case,2020-08-06T01:00:00Z,0.716,27163
Glove Case,Case,2020-08-07T01:00:00Z,0.712,36094
Glove Case,Case,2020-08-08T01:00:00Z,0.713,35638
Glove Case,Case,2020-08-09T01:00:00Z,0.717,36144
Glove Case,Case,2020-08-10T01:00:00Z,0.685,31375
Glove Case,Case,2020-08-11T01:00:00Z,0.666,34792
Glove Case,Case,2020-08-12T01:00:00Z,0.649,34520
Glove Case,Case,2020-08-13T01:00:00Z,0.649,32399
Glove Case,Case,2020-08-14T01:00:00Z,0.665,31692
Glove Case,Case,2020-08-15T01:00:00Z,0.66,29932
Glove Case,Case,2020-08-16T01:00:00Z,0.644,30742
Glove Case,Case,2020-08-17T01:00:00Z,0.633,27179
Glove Case,Case,2020-08-18T01:00:00Z,0.607,30614
Glove Case,Case,2020-08-19T01:00:00Z,0.598,35230
Glove Case,Case,2020-08-20T01:00:00Z,0.575,30947
Glove Case,Case,2020-08-21T01:00:00Z,0.583,28776
Glove Case,Case,2020-08-22T01:00:00Z,0.592,27661
Glove Case,Case,2020-08-23T01:00:00Z,0.595,28917
Glove Case,Case,2020-08-24T01:00:00Z,0.6,28614
Glove Case,Case,2020-08-25T01:00:00Z,0.609,32188
Glove Case,Case,2020-08-26T01:00:00Z,0.599,28885
Glove Case,Case,2020-08-27T01:00:00Z,0.594,28027
Glove Case,Case,2020-08-28T01:00:00Z,0.615,33238
Glove Case,Case,2020-08-29T01:00:00Z,0.647,33299
Glove Case,Case,2020-08-30T01:00:00Z,0.632,29727
Glove Case,Case,2020-08-31T01:00:00Z,0.634,28583
Glove Case,Case,2020-09-01T01:00:00Z,0.634,28249
Glove Case,Case,2020-09-02T01:00:00Z,0.66,28107
Glove Case,Case,2020-09-03T01:00:00Z,0.639,24966
Glove Case,Case,2020-09-04T01:00:00Z,0.675,29839
Glove Case,Case,2020-09-05T01:00:00Z,0.677,31571
Glove Case,Case,2020-09-06T01:00:00Z,0.675,27601
Glove Case,Case,2020-09-07T01:00:00Z,0.67,28456
Glove Case,Case,2020-09-08T01:00:00Z,0.682,24361
Glove Case,Case,2020-09-09T01:00:00Z,0.681,25986
Glove Case,Case,2020-09-10T01:00:00Z,0.677,26407
Glove Case,Case,2020-09-11T01:00:00Z,0.702,29382
Glove Case,Case,2020-09-12T01:00:00Z,0.694,28561
Glove Case,Case,2020-09-13T01:00:00Z,0.682,27140
Glove Case,Case,2020-09-14T01:00:00Z,0.695,25819
Glove Case,Case,2020-09-15T01:00:00Z,0.682,23232
Glove Case,Case,2020-09-16T01:00:00Z,0.686,26101
Glove Case,Case,2020-09-17T01:00:00Z,0.683,26636
Glove Case,Case,2020-09-18T01:00:00Z,0.689,27075
Glove Case,Case,2020-09-19T01:00:00Z,0.707,26811
Glove Case,Case,2020-09-20T01:00:00Z,0.691,25529
Glove Case,Case,2020-09-21T01:00:00Z,0.693,25970
Glove Case,Case,2020-09-22T01:00:00Z,0.682,23904
Glove Case,Case,2020-09-23T01:00:00Z,0.691,24085
Glove Case,Case,2020-09-24T01:00:00Z,0.689,24019
Glove Case,Case,2020-09-25T01:00:00Z,0.692,26852
Glove Case,Case,2020-09-26T01:00:00Z,0.69,26466
Glove Case,Case,2020-09-27T01:00:00Z,0.664,27136
Glove Case,Case,2020-09-28T01:00:00Z,0.647,24819
Glove Case,Case,2020-09-29T01:00:00Z,0.658,26154
Glove Case,Case,2020-09-30T01:00:00Z,0.661,22824
Glove Case,Case,2020-10-01T01:00:00Z,0.675,23608
Glove Case,Case,2020-10-02T01:00:00Z,0.681,23916
Glove Case,Case,2020-10-03T01:00:00Z,0.679,24524
Glove Case,Case,2020-10-04T01:00:00Z,0.667,25718
Glove Case,Case,2020-10-05T01:00:00Z,0.662,24223
Glove Case,Case,2020-10-06T01:00:00Z,0.656,22560
Glove Case,Case,2020-10-07T01:00:00Z,0.653,24093
Glove Case,Case,2020-10-08T01:00:00Z,0.643,23486
Glove Case,Case,2020-10-09T01:00:00Z,0.645,22597
Glove Case,Case,2020-10-10T01:00:00Z,0.638,23745
Glove Case,Case,2020-10-11T01:00:00Z,0.623,22313
Glove Case,Case,2020-10-12T01:00:00Z,0.609,21333
Glove Case,Case,2020-10-13T01:00:00Z,0.598,21325
Glove Case,Case,2020-10-14T01:00:00Z,0.587,23488
Glove Case,Case,2020-10-15T01:00:00Z,0.601,22104
Glove Case,Case,2020-10-16T01:00:00Z,0.606,22192
Glove Case,Case,2020-10-17T01:00:00Z,0.621,23450
Glove Case,Case,2020-10-18T01:00:00Z,0.615,23503
Glove Case,Case,2020-10-19T01:00:00Z,0.61,20189
Glove Case,Case,2020-10-20T01:00:00Z,0.627,23964
Glove Case,Case,2020-10-21T01:00:00Z,0.654,30580
Glove Case,Case,2020-10-22T01:00:00Z,0.667,23343
Glove Case,Case,2020-10-23T01:00:00Z,0.668,21468
Glove Case,Case,2020-10-24T01:00:00Z,0.683,25384
Glove Case,Case,2020-10-25T01:00:00Z,0.671,23900
Glove Case,Case,2020-10-26T01:00:00Z,0.667,22634
Glove Case,Case,2020-10-27T01:00:00Z,0.664,27776
Glove Case,Case,2020-10-28T01:00:00Z,0.656,21774
Glove Case,Case,2020-10-29T01:00:00Z,0.663,28214
Glove Case,Case,2020-10-30T01:00:00Z,0.659,26704
Glove Case,Case,2020-10-31T01:00:00Z,0.66,27637
Glove Case,Case,2020-11-01T01:00:00Z,0.662,28200
Glove Case,Case,2020-11-02T01:00:00Z,0.659,20638
Glove Case,Case,2020-11-03T01:00:00Z,0.663,24751
Glove Case,Case,2020-11-04T01:00:00Z,0.667,27788
Glove Case,Case,2020-11-05T01:00:00Z,0.688,27072
Glove Case,Case,2020-11-06T01:00:00Z,0.697,24948
Glove Case,Case,2020-11-07T01:00:00Z,0.698,27235
Glove Case,Case,2020-11-08T01:00:00Z,0.682,26180
Glove Case,Case,2020-11-09T01:00:00Z,0.665,24510
Glove Case,Case,2020-11-10T01:00:00Z,0.667,25382
Glove Case,Case,2020-11-11T01:00:00Z,0.672,24374
Glove Case,Case,2020-11-12T01:00:00Z,0.685,24901
Glove Case,Case,2020-11-13T01:00:00Z,0.681,21901
Glove Case,Case,2020-11-14T01:00:00Z,0.681,28041
Glove Case,Case,2020-11-15T01:00:00Z,0.682,25990
Glove Case,Case,2020-11-16T01:00:00Z,0.674,25468
Glove Case,Case,2020-11-17T01:00:00Z,0.675,26832
Glove Case,Case,2020-11-18T01:00:00Z,0.677,24537
Glove Case,Case,2020-11-19T01:00:00Z,0.678,23837
Glove Case,Case,2020-11-20T01:00:00Z,0.677,26326
Glove Case,Case,2020-11-21T01:00:00Z,0.678,26759
Glove Case,Case,2020-11-22T01:00:00Z,0.659,24007
Glove Case,Case,2020-11-23T01:00:00Z,0.661,23703
Glove Case,Case,2020-11-24T01:00:00Z,0.648,22031
Glove Case,Case,2020-11-25T01:00:00Z,0.64,23894
Glove Case,Case,2020-11-26T01:00:00Z,0.614,28764
Glove Case,Case,2020-11-27T01:00:00Z,0.6,27685
Glove Case,Case,2020-11-28T01:00:00Z,0.583,27225
Glove Case,Case,2020-11-29T01:00:00Z,0.579,29456
Glove Case,Case,2020-11-30T01:00:00Z,0.573,24677
Glove Case,Case,2020-12-01T01:00:00Z,0.584,25839
Glove Case,Case,2020-12-02T01:00:00Z,0.612,27692
Glove Case,Case,2020-12-03T01:00:00Z,0.628,31851
Glove Case,Case,2020-12-04T01:00:00Z,0.518,44180
Glove Case,Case,2020-12-05T01:00:00Z,0.514,44481
Glove Case,Case,2020-12-06T01:00:00Z,0.496,26665
Glove Case,Case,2020-12-07T01:00:00Z,0.433,43924
Glove Case,Case,2020-12-08T01:00:00Z,0.431,23485
Glove Case,Case,2020-12-09T01:00:00Z,0.409,24314
Glove Case,Case,2020-12-10T01:00:00Z,0.41,26220
Glove Case,Case,2020-12-11T01:00:00Z,0.435,26565
Glove Case,Case,2020-12-12T01:00:00Z,0.461,30192
Glove Case,Case,2020-12-13T01:00:00Z,0.489,27387
Glove Case,Case,2020-12-14T01:00:00Z,0.501,25840
Glove Case,Case,2020-12-15T01:00:00Z,0.544,22733
Glove Case,Case,2020-12-16T01:00:00Z,0.55,26882
Glove Case,Case,2020-12-17T01:00:00Z,0.548,25884
Glove Case,Case,2020-12-18T01:00:00Z,0.57,24328
Glove Case,Case,2020-12-19T01:00:00Z,0.592,27721
Glove Case,Case,2020-12-20T01:00:00Z,0.575,24580
Glove Case,Case,2020-12-21T01:00:00Z,0.578,24583
Glove Case,Case,2020-12-22T01:00:00Z,0.579,28948
Glove Case,Case,2020-12-23T01:00:00Z,0.588,30634
Glove Case,Case,2020-12-24T01:00:00Z,0.618,31771
Glove Case,Case,2020-12-25T01:00:00Z,0.655,33489
Glove Case,Case,2020-12-26T01:00:00Z,0.659,26460
Glove Case,Case,2020-12-27T01:00:00Z,0.665,24288
Glove Case,Case,2020-12-28T01:00:00Z,0.684,31632
Glove Case,Case,2020-12-29T01:00:00Z,0.706,31548
Glove Case,Case,2020-12-30T01:00:00Z,0.721,29945
Glove Case,Case,2020-12-31T01:00:00Z,0.74,35323
Glove Case,Case,2021-01-01T01:00:00Z,0.756,33824
Glove Case,Case,2021-01-02T01:00:00Z,0.745,27306
Glove Case,Case,2021-01-03T01:00:00Z,0.761,38323
Glove Case,Case,2021-01-04T01:00:00Z,0.771,34299
Glove Case,Case,2021-01-05T01:00:00Z,0.781,35244
Glove Case,Case,2021-01-06T01:00:00Z,0.797,32993
Glove Case,Case,2021-01-07T01:00:00Z,0.82,30581
Glove Case,Case,2021-01-08T01:00:00Z,0.853,38871
Glove Case,Case,2021-01-09T01:00:00Z,0.905,36188
Glove Case,Case,2021-01-10T01:00:00Z,0.912,28104
Glove Case,Case,2021-01-11T01:00:00Z,0.893,27598
Glove Case,Case,2021-01-12T01:00:00Z,0.854,29617
Glove Case,Case,2021-01-13T01:00:00Z,0.831,24534
Glove Case,Case,2021-01-14T01:00:00Z,0.849,24859
Glove Case,Case,2021-01-15T01:00:00Z,0.866,32167
Glove Case,Case,2021-01-16T01:00:00Z,0.905,34005
Glove Case,Case,2021-01-17T01:00:00Z,0.911,27273
Glove Case,Case,2021-01-18T01:00:00Z,0.915,24395
Glove Case,Case,2021-01-19T01:00:00Z,0.908,24492
Glove Case,Case,2021-01-20T01:00:00Z,0.92,23641
Glove Case,Case,2021-01-21T01:00:00Z,0.923,26849
Glove Case,Case,2021-01-22T01:00:00Z,0.952,27646
Glove Case,Case,2021-01-23T01:00:00Z,0.964,32421
Glove Case,Case,2021-01-24T01:00:00Z,0.981,32108
Glove Case,Case,2021-01-25T01:00:00Z,1.088,40249
Glove Case,Case,2021-01-26T01:00:00Z,1.116,34911
Glove Case,Case,2021-01-27T01:00:00Z,1.109,33518
Glove Case,Case,2021-01-28T01:00:00Z,1.021,32396
Glove Case,Case,2021-01-29T01:00:00Z,1.047,24728
Glove Case,Case,2021-01-30T01:00:00Z,1.065,24790
Glove Case,Case,2021-01-31T01:00:00Z,1.067,25572
Glove Case,Case,2021-02-01T01:00:00Z,1.035,26371
Glove Case,Case,2021-02-02T01:00:00Z,1.003,21486
Glove Case,Case,2021-02-03T01:00:00Z,1,24674
Glove Case,Case,2021-02-04T01:00:00Z,0.958,22940
Glove Case,Case,2021-02-05T01:00:00Z,0.946,23135
Glove Case,Case,2021-02-06T01:00:00Z,0.975,21072
Glove Case,Case,2021-02-07T01:00:00Z,0.984,21108
Glove Case,Case,2021-02-08T01:00:00Z,0.962,22776
Glove Case,Case,2021-02-09T01:00:00Z,0.931,26152
Glove Case,Case,2021-02-10T01:00:00Z,0.913,32651
Glove Case,Case,2021-02-11T01:00:00Z,0.94,33224
Glove Case,Case,2021-02-12T01:00:00Z,0.934,27295
Glove Case,Case,2021-02-13T01:00:00Z,0.907,26841
Glove Case,Case,2021-02-14T01:00:00Z,0.853,22504
Glove Case,Case,2021-02-15T01:00:00Z,0.819,21077
Glove Case,Case,2021-02-16T01:00:00Z,0.846,23420
Glove Case,Case,2021-02-17T01:00:00Z,0.856,17867
Glove Case,Case,2021-02-18T01:00:00Z,0.847,21119
Glove Case,Case,2021-02-19T01:00:00Z,0.873,23388
Glove Case,Case,2021-02-20T01:00:00Z,0.897,26670
Glove Case,Case,2021-02-21T01:00:00Z,0.903,23035
Glove Case,Case,2021-02-22T01:00:00Z,0.923,27029
Glove Case,Case,2021-02-23T01:00:00Z,0.949,33406
Glove Case,Case,2021-02-24T01:00:00Z,0.956,33683
Glove Case,Case,2021-02-25T01:00:00Z,0.97,30438
Glove Case,Case,2021-02-26T01:00:00Z,1,33347
Glove Case,Case,2021-02-27T01:00:00Z,1.014,36663
Glove Case,Case,2021-02-28T01:00:00Z,1.038,34454
Glove Case,Case,2021-03-01T01:00:00Z,1.061,44680
Glove Case,Case,2021-03-02T01:00:00Z,1.078,29274
Glove Case,Case,2021-03-03T01:00:00Z,1.108,36553
Glove Case,Case,2021-03-04T01:00:00Z,1.18,35340
Glove Case,Case,2021-03-05T01:00:00Z,1.251,34579
Glove Case,Case,2021-03-06T01:00:00Z,1.296,31540
Glove Case,Case,2021-03-07T01:00:00Z,1.293,29906
Glove Case,Case,2021-03-08T01:00:00Z,1.287,32628
Glove Case,Case,2021-03-09T01:00:00Z,1.256,30103
Glove Case,Case,2021-03-10T01:00:00Z,1.235,26382
Glove Case,Case,2021-03-11T01:00:00Z,1.237,29822
Glove Case,Case,2021-03-12T01:00:00Z,1.233,25540
Glove Case,Case,2021-03-13T01:00:00Z,1.232,25269
Glove Case,Case,2021-03-14T01:00:00Z,1.182,23781
Glove Case,Case,2021-03-15T01:00:00Z,1.177,22916
Glove Case,Case,2021-03-16T01:00:00Z,1.136,22502
Glove Case,Case,2021-03-17T01:00:00Z,1.097,24590
Glove Case,Case,2021-03-18T01:00:00Z,1.076,24281
Glove Case,Case,2021-03-19T01:00:00Z,1.102,27157
Glove Case,Case,2021-03-20T01:00:00Z,1.147,28320
Glove Case,Case,2021-03-21T01:00:00Z,1.188,28883
Glove Case,Case,2021-03-22T01:00:00Z,1.208,23552
Glove Case,Case,2021-03-23T01:00:00Z,1.203,22431
Glove Case,Case,2021-03-24T01:00:00Z,1.197,23464
Glove Case,Case,2021-03-25T01:00:00Z,1.202,22707
Glove Case,Case,2021-03-26T01:00:00Z,1.22,27681
Glove Case,Case,2021-03-27T01:00:00Z,1.241,28961
Glove Case,Case,2021-03-28T01:00:00Z,1.267,28502
Glove Case,Case,2021-03-29T01:00:00Z,1.307,26701
Glove Case,Case,2021-03-30T01:00:00Z,1.29,22188
Glove Case,Case,2021-03-31T01:00:00Z,1.283,23067
Glove Case,Case,2021-04-01T01:00:00Z,1.325,24966
Glove Case,Case,2021-04-02T01:00:00Z,1.331,27452
Glove Case,Case,2021-04-03T01:00:00Z,1.391,31570
Glove Case,Case,2021-04-04T01:00:00Z,1.406,23476
Glove Case,Case,2021-04-05T01:00:00Z,1.402,22668
Glove Case,Case,2021-04-06T01:00:00Z,1.427,20819
Glove Case,Case,2021-04-07T01:00:00Z,1.313,15831
Glove Case,Case,2021-04-08T01:00:00Z,1.241,21254
Glove Case,Case,2021-04-09T01:00:00Z,1.289,28083
Glove Case,Case,2021-04-10T01:00:00Z,1.255,24139
Glove Case,Case,2021-04-11T01:00:00Z,1.172,18467
Glove Case,Case,2021-04-12T01:00:00Z,1.185,18708
Glove Case,Case,2021-04-13T01:00:00Z,1.195,21428
Glove Case,Case,2021-04-14T01:00:00Z,1.201,8433
Glove Case,Case,2021-04-15T01:00:00Z,1.251,25668
Glove Case,Case,2021-04-16T01:00:00Z,1.277,24337
Glove Case,Case,2021-04-17T01:00:00Z,1.319,24004
Glove Case,Case,2021-04-18T01:00:00Z,1.313,20394
Glove Case,Case,2021-04-19T01:00:00Z,1.321,20609
Glove Case,Case,2021-04-20T01:00:00Z,1.325,21208
Glove Case,Case,2021-04-21T01:00:00Z,1.322,21504
Glove Case,Case,2021-04-22T01:00:00Z,1.338,20077
Glove Case,Case,2021-04-23T01:00:00Z,1.355,21766
Glove Case,Case,2021-04-24T01:00:00Z,1.359,21883
Glove Case,Case,2021-04-25T01:00:00Z,1.367,18738
Glove Case,Case,2021-04-26T01:00:00Z,1.392,19575
Glove Case,Case,2021-04-27T01:00:00Z,1.375,17757
Glove Case,Case,2021-04-28T01:00:00Z,1.381,19224
Glove Case,Case,2021-04-29T01:00:00Z,1.378,15837
Glove Case,Case,2021-04-30T01:00:00Z,1.395,23295
Glove Case,Case,2021-05-01T01:00:00Z,1.434,20579
Glove Case,Case,2021-05-02T01:00:00Z,1.424,20693
Glove Case,Case,2021-05-03T01:00:00Z,1.426,19804
Glove Case,Case,2021-05-04T01:00:00Z,1.384,21539
Glove Case,Case,2021-05-05T01:00:00Z,1.412,22046
Glove Case,Case,2021-05-06T01:00:00Z,1.429,23056
Glove Case,Case,2021-05-07T01:00:00Z,1.441,22217
Glove Case,Case,2021-05-08T01:00:00Z,1.461,20996
Glove Case,Case,2021-05-09T01:00:00Z,1.434,18729
Glove Case,Case,2021-05-10T01:00:00Z,1.455,18813
Glove Case,Case,2021-05-11T01:00:00Z,1.484,21209
Glove Case,Case,2021-05-12T01:00:00Z,1.49,23132
Glove Case,Case,2021-05-13T01:00:00Z,1.494,20027
Glove Case,Case,2021-05-14T01:00:00Z,1.528,21507
Glove Case,Case,2021-05-15T01:00:00Z,1.553,20151
Glove Case,Case,2021-05-16T01:00:00Z,1.545,16835
Glove Case,Case,2021-05-17T01:00:00Z,1.564,17700
Glove Case,Case,2021-05-18T01:00:00Z,1.634,18801
Glove Case,Case,2021-05-19T01:00:00Z,1.719,19247
Glove Case,Case,2021-05-20T01:00:00Z,1.749,19195
Glove Case,Case,2021-05-21T01:00:00Z,1.762,18243
Glove Case,Case,2021-05-22T01:00:00Z,1.788,18036
Glove Case,Case,2021-05-23T01:00:00Z,1.802,19220
Glove Case,Case,2021-05-24T01:00:00Z,1.818,18184
Glove Case,Case,2021-05-25T01:00:00Z,1.84,18683
Glove Case,Case,2021-05-26T01:00:00Z,1.838,20172
Glove Case,Case,2021-05-27T01:00:00Z,1.879,19129
Glove Case,Case,2021-05-28T01:00:00Z,1.936,18353
Glove Case,Case,2021-05-29T01:00:00Z,2.008,20630
Glove Case,Case,2021-05-30T01:00:00Z,2.019,20165
Glove Case,Case,2021-05-31T01:00:00Z,2.09,22831
Glove Case,Case,2021-06-01T01:00:00Z,2.192,20043
Glove Case,Case,2021-06-02T01:00:00Z,2.289,23614
Glove Case,Case,2021-06-03T01:00:00Z,2.405,34082
Glove Case,Case,2021-06-04T01:00:00Z,2.918,31027
Glove Case,Case,2021-06-05T01:00:00Z,2.773,26975
Glove Case,Case,2021-06-06T01:00:00Z,2.399,20172
Glove Case,Case,2021-06-07T01:00:00Z,2.366,18835
Glove Case,Case,2021-06-08T01:00:00Z,2.371,17964
Glove Case,Case,2021-06-09T01:00:00Z,2.502,17831
Glove Case,Case,2021-06-10T01:00:00Z,2.539,17665
Glove Case,Case,2021-06-11T01:00:00Z,2.598,17108
Glove Case,Case,2021-06-12T01:00:00Z,2.597,18148
Glove Case,Case,2021-06-13T01:00:00Z,2.32,16605
Glove Case,Case,2021-06-14T01:00:00Z,2.089,18989
Glove Case,Case,2021-06-15T01:00:00Z,2.164,16758
Glove Case,Case,2021-06-16T01:00:00Z,2.167,14246
Glove Case,Case,2021-06-17T01:00:00Z,2.152,14866
Glove Case,Case,2021-06-18T01:00:00Z,2.175,14412
Glove Case,Case,2021-06-19T01:00:00Z,2.231,16532
Glove Case,Case,2021-06-20T01:00:00Z,2.254,13435
Glove Case,Case,2021-06-21T01:00:00Z,2.194,15847
Glove Case,Case,2021-06-22T01:00:00Z,2.139,16354
Glove Case,Case,2021-06-23T01:00:00Z,2.144,14837
Glove Case,Case,2021-06-24T01:00:00Z,2.031,22134
Glove Case,Case,2021-06-25T01:00:00Z,1.923,20259
